,Date,Season,home,visitor,HT,FT,hgoal,vgoal,tier,round,group,notes,result
269,1931-04-05,1930,Racing Santander,Arenas de Getxo,1-0,4-1,4,1,1,league,NA,NA,H
270,1931-04-05,1930,CE Europa,CD Alaves,1-0,1-0,1,0,1,league,NA,NA,H
271,1931-11-22,1931,Real Madrid,Athletic Bilbao,1-1,1-1,1,1,1,league,NA,NA,D
272,1931-11-22,1931,Espanyol Barcelona,Valencia CF,1-0,3-0,3,0,1,league,NA,NA,H
273,1931-11-22,1931,Arenas de Getxo,Real Sociedad,0-0,2-1,2,1,1,league,NA,NA,H
274,1931-11-22,1931,CD Alaves,Racing Santander,0-0,1-2,1,2,1,league,NA,NA,A
275,1931-11-22,1931,Real Union,FC Barcelona,1-2,1-3,1,3,1,league,NA,NA,A
276,1931-11-29,1931,Real Sociedad,Real Madrid,1-1,1-2,1,2,1,league,NA,NA,A
277,1931-11-29,1931,Racing Santander,Espanyol Barcelona,0-1,2-1,2,1,1,league,NA,NA,H
278,1931-11-29,1931,FC Barcelona,Arenas de Getxo,2-2,2-2,2,2,1,league,NA,NA,D
279,1931-11-29,1931,Athletic Bilbao,CD Alaves,2-0,3-2,3,2,1,league,NA,NA,H
280,1931-11-29,1931,Valencia CF,Real Union,3-0,5-1,5,1,1,league,NA,NA,H
281,1931-12-20,1931,Valencia CF,Real Madrid,0-1,1-1,1,1,1,league,NA,NA,D
282,1931-12-20,1931,Arenas de Getxo,Racing Santander,0-1,3-1,3,1,1,league,NA,NA,H
283,1931-12-20,1931,CD Alaves,Real Sociedad,0-2,1-2,1,2,1,league,NA,NA,A
284,1931-12-20,1931,Espanyol Barcelona,FC Barcelona,0-0,0-3,0,3,1,league,NA,NA,A
285,1931-12-20,1931,Real Union,Athletic Bilbao,0-2,1-5,1,5,1,league,NA,NA,A
286,1931-12-27,1931,Athletic Bilbao,FC Barcelona,1-0,3-0,3,0,1,league,NA,NA,H
287,1931-12-27,1931,Real Sociedad,Valencia CF,6-1,7-1,7,1,1,league,NA,NA,H
288,1931-12-27,1931,Espanyol Barcelona,Arenas de Getxo,1-1,4-2,4,2,1,league,NA,NA,H
289,1931-12-27,1931,Real Madrid,CD Alaves,3-0,5-0,5,0,1,league,NA,NA,H
290,1931-12-27,1931,Racing Santander,Real Union,2-0,2-2,2,2,1,league,NA,NA,D
291,1932-01-03,1931,Valencia CF,Athletic Bilbao,0-0,0-0,0,0,1,league,NA,NA,D
292,1932-01-03,1931,Arenas de Getxo,Real Madrid,2-2,2-2,2,2,1,league,NA,NA,D
293,1932-01-03,1931,Real Sociedad,Real Union,3-0,5-0,5,0,1,league,NA,NA,H
294,1932-01-03,1931,FC Barcelona,Racing Santander,2-1,4-2,4,2,1,league,NA,NA,H
295,1932-01-06,1931,CD Alaves,Espanyol Barcelona,3-1,4-1,4,1,1,league,NA,NA,H
296,1932-01-10,1931,Real Madrid,Espanyol Barcelona,1-0,3-0,3,0,1,league,NA,NA,H
297,1932-01-10,1931,Racing Santander,Valencia CF,2-0,4-1,4,1,1,league,NA,NA,H
298,1932-01-10,1931,Athletic Bilbao,Real Sociedad,5-1,5-1,5,1,1,league,NA,NA,H
299,1932-01-10,1931,Real Union,Arenas de Getxo,0-0,1-0,1,0,1,league,NA,NA,H
300,1932-01-10,1931,FC Barcelona,CD Alaves,1-0,6-0,6,0,1,league,NA,NA,H
301,1932-01-17,1931,Real Sociedad,Racing Santander,0-2,1-5,1,5,1,league,NA,NA,A
302,1932-01-17,1931,Arenas de Getxo,CD Alaves,3-1,4-2,4,2,1,league,NA,NA,H
303,1932-01-17,1931,Espanyol Barcelona,Athletic Bilbao,1-0,1-0,1,0,1,league,NA,NA,H
304,1932-01-17,1931,Valencia CF,FC Barcelona,0-0,0-0,0,0,1,league,NA,NA,D
305,1932-01-17,1931,Real Madrid,Real Union,2-0,3-2,3,2,1,league,NA,NA,H
306,1932-01-24,1931,Racing Santander,Real Madrid,0-0,0-0,0,0,1,league,NA,NA,D
307,1932-01-24,1931,Real Union,Espanyol Barcelona,1-0,4-1,4,1,1,league,NA,NA,H
308,1932-01-24,1931,CD Alaves,Valencia CF,0-0,2-1,2,1,1,league,NA,NA,H
309,1932-01-24,1931,FC Barcelona,Real Sociedad,1-0,2-0,2,0,1,league,NA,NA,H
310,1932-01-24,1931,Athletic Bilbao,Arenas de Getxo,3-1,4-1,4,1,1,league,NA,NA,H
311,1932-01-31,1931,Real Union,CD Alaves,0-1,0-2,0,2,1,league,NA,NA,A
312,1932-01-31,1931,Real Madrid,FC Barcelona,2-0,2-0,2,0,1,league,NA,NA,H
313,1932-01-31,1931,Espanyol Barcelona,Real Sociedad,1-0,2-0,2,0,1,league,NA,NA,H
314,1932-01-31,1931,Athletic Bilbao,Racing Santander,1-1,3-2,3,2,1,league,NA,NA,H
315,1932-01-31,1931,Valencia CF,Arenas de Getxo,0-2,3-2,3,2,1,league,NA,NA,H
316,1932-02-07,1931,Valencia CF,Espanyol Barcelona,2-1,3-1,3,1,1,league,NA,NA,H
317,1932-02-07,1931,Real Sociedad,Arenas de Getxo,2-0,7-0,7,0,1,league,NA,NA,H
318,1932-02-07,1931,Racing Santander,CD Alaves,1-1,1-1,1,1,1,league,NA,NA,D
319,1932-02-07,1931,FC Barcelona,Real Union,1-1,3-2,3,2,1,league,NA,NA,H
320,1932-02-07,1931,Athletic Bilbao,Real Madrid,2-2,3-3,3,3,1,league,NA,NA,D
321,1932-02-14,1931,Arenas de Getxo,FC Barcelona,0-2,1-3,1,3,1,league,NA,NA,A
322,1932-02-14,1931,CD Alaves,Athletic Bilbao,0-1,0-1,0,1,1,league,NA,NA,A
323,1932-02-14,1931,Real Madrid,Real Sociedad,1-0,1-0,1,0,1,league,NA,NA,H
324,1932-02-16,1931,Real Union,Valencia CF,2-0,3-2,3,2,1,league,NA,NA,H
325,1932-02-16,1931,Espanyol Barcelona,Racing Santander,1-1,6-1,6,1,1,league,NA,NA,H
326,1932-02-21,1931,FC Barcelona,Espanyol Barcelona,1-1,2-2,2,2,1,league,NA,NA,D
327,1932-02-21,1931,Athletic Bilbao,Real Union,0-1,2-1,2,1,1,league,NA,NA,H
328,1932-02-21,1931,Real Sociedad,CD Alaves,2-0,4-1,4,1,1,league,NA,NA,H
329,1932-02-21,1931,Real Madrid,Valencia CF,1-0,4-1,4,1,1,league,NA,NA,H
330,1932-02-21,1931,Racing Santander,Arenas de Getxo,0-1,1-1,1,1,1,league,NA,NA,D
331,1932-02-28,1931,CD Alaves,Real Madrid,0-1,0-1,0,1,1,league,NA,NA,A
332,1932-02-28,1931,FC Barcelona,Athletic Bilbao,1-2,1-3,1,3,1,league,NA,NA,A
333,1932-02-28,1931,Arenas de Getxo,Espanyol Barcelona,1-2,3-2,3,2,1,league,NA,NA,H
334,1932-02-28,1931,Valencia CF,Real Sociedad,2-0,4-0,4,0,1,league,NA,NA,H
335,1932-02-28,1931,Real Union,Racing Santander,1-0,2-2,2,2,1,league,NA,NA,D
336,1932-03-06,1931,Athletic Bilbao,Valencia CF,3-2,7-2,7,2,1,league,NA,NA,H
337,1932-03-06,1931,Espanyol Barcelona,CD Alaves,2-0,4-0,4,0,1,league,NA,NA,H
338,1932-03-06,1931,Real Madrid,Arenas de Getxo,2-0,4-0,4,0,1,league,NA,NA,H
339,1932-03-06,1931,Racing Santander,FC Barcelona,1-0,3-2,3,2,1,league,NA,NA,H
340,1932-03-06,1931,Real Union,Real Sociedad,1-0,2-0,2,0,1,league,NA,NA,H
341,1932-03-13,1931,Espanyol Barcelona,Real Madrid,0-1,1-2,1,2,1,league,NA,NA,A
342,1932-03-13,1931,CD Alaves,FC Barcelona,1-2,1-3,1,3,1,league,NA,NA,A
343,1932-03-13,1931,Real Sociedad,Athletic Bilbao,2-1,3-2,3,2,1,league,NA,NA,H
344,1932-03-13,1931,Valencia CF,Racing Santander,3-1,6-4,6,4,1,league,NA,NA,H
345,1932-03-13,1931,Arenas de Getxo,Real Union,4-0,5-0,5,0,1,league,NA,NA,H
346,1932-03-20,1931,FC Barcelona,Valencia CF,3-2,3-2,3,2,1,league,NA,NA,H
347,1932-03-20,1931,Racing Santander,Real Sociedad,2-1,2-1,2,1,1,league,NA,NA,H
348,1932-03-20,1931,Athletic Bilbao,Espanyol Barcelona,2-0,4-0,4,0,1,league,NA,NA,H
349,1932-03-20,1931,Real Union,Real Madrid,0-1,1-1,1,1,1,league,NA,NA,D
350,1932-03-20,1931,CD Alaves,Arenas de Getxo,1-0,3-1,3,1,1,league,NA,NA,H
351,1932-03-27,1931,Real Sociedad,FC Barcelona,0-0,0-1,0,1,1,league,NA,NA,A
352,1932-03-27,1931,Arenas de Getxo,Athletic Bilbao,0-0,2-1,2,1,1,league,NA,NA,H
353,1932-03-27,1931,Real Madrid,Racing Santander,0-0,0-0,0,0,1,league,NA,NA,D
354,1932-03-27,1931,Valencia CF,CD Alaves,4-1,5-1,5,1,1,league,NA,NA,H
355,1932-03-27,1931,Espanyol Barcelona,Real Union,0-1,3-1,3,1,1,league,NA,NA,H
356,1932-04-03,1931,CD Alaves,Real Union,0-0,1-0,1,0,1,league,NA,NA,H
357,1932-04-03,1931,FC Barcelona,Real Madrid,1-1,2-2,2,2,1,league,NA,NA,D
358,1932-04-03,1931,Racing Santander,Athletic Bilbao,0-0,2-0,2,0,1,league,NA,NA,H
359,1932-04-03,1931,Real Sociedad,Espanyol Barcelona,2-2,5-2,5,2,1,league,NA,NA,H
360,1932-04-03,1931,Arenas de Getxo,Valencia CF,3-0,4-1,4,1,1,league,NA,NA,H
361,1932-11-27,1932,Real Sociedad,FC Barcelona,0-0,2-2,2,2,1,league,NA,NA,D
362,1932-11-27,1932,Athletic Bilbao,Real Betis,3-0,9-1,9,1,1,league,NA,NA,H
363,1932-11-27,1932,CD Alaves,Racing Santander,4-1,8-2,8,2,1,league,NA,NA,H
364,1932-11-27,1932,Valencia CF,Arenas de Getxo,2-2,3-2,3,2,1,league,NA,NA,H
365,1932-11-27,1932,Espanyol Barcelona,Real Madrid,1-0,2-1,2,1,1,league,NA,NA,H
366,1932-12-04,1932,Racing Santander,Athletic Bilbao,0-0,0-1,0,1,1,league,NA,NA,A
367,1932-12-04,1932,Arenas de Getxo,Espanyol Barcelona,0-1,0-2,0,2,1,league,NA,NA,A
368,1932-12-04,1932,Real Betis,Valencia CF,3-2,3-2,3,2,1,league,NA,NA,H
369,1932-12-04,1932,Real Madrid,Real Sociedad,1-2,6-2,6,2,1,league,NA,NA,H
370,1932-12-04,1932,FC Barcelona,CD Alaves,0-0,2-0,2,0,1,league,NA,NA,H
371,1932-12-11,1932,CD Alaves,Real Madrid,0-1,0-1,0,1,1,league,NA,NA,A
372,1932-12-11,1932,Athletic Bilbao,Arenas de Getxo,1-0,3-1,3,1,1,league,NA,NA,H
373,1932-12-11,1932,Valencia CF,FC Barcelona,1-2,2-2,2,2,1,league,NA,NA,D
374,1932-12-11,1932,Espanyol Barcelona,Racing Santander,2-0,2-1,2,1,1,league,NA,NA,H
375,1932-12-12,1932,Real Betis,Real Sociedad,2-2,4-2,4,2,1,league,NA,NA,H
376,1932-12-18,1932,Athletic Bilbao,Espanyol Barcelona,0-1,0-2,0,2,1,league,NA,NA,A
377,1932-12-18,1932,Racing Santander,Valencia CF,1-0,2-0,2,0,1,league,NA,NA,H
378,1932-12-18,1932,Real Madrid,Real Betis,1-1,4-1,4,1,1,league,NA,NA,H
379,1932-12-18,1932,FC Barcelona,Arenas de Getxo,3-1,5-2,5,2,1,league,NA,NA,H
380,1932-12-18,1932,Real Sociedad,CD Alaves,0-0,3-1,3,1,1,league,NA,NA,H
381,1932-12-25,1932,Arenas de Getxo,Racing Santander,1-1,2-1,2,1,1,league,NA,NA,H
382,1932-12-25,1932,CD Alaves,Athletic Bilbao,0-0,0-2,0,2,1,league,NA,NA,A
383,1932-12-25,1932,Real Betis,FC Barcelona,2-0,2-1,2,1,1,league,NA,NA,H
384,1932-12-25,1932,Espanyol Barcelona,Real Sociedad,2-0,3-0,3,0,1,league,NA,NA,H
385,1932-12-25,1932,Real Madrid,Valencia CF,4-0,6-0,6,0,1,league,NA,NA,H
386,1933-01-01,1932,FC Barcelona,Real Madrid,0-0,1-1,1,1,1,league,NA,NA,D
387,1933-01-01,1932,Real Sociedad,Athletic Bilbao,2-1,2-4,2,4,1,league,NA,NA,A
388,1933-01-01,1932,Valencia CF,Espanyol Barcelona,1-0,1-1,1,1,1,league,NA,NA,D
389,1933-01-01,1932,Racing Santander,Real Betis,2-0,2-2,2,2,1,league,NA,NA,D
390,1933-01-01,1932,Arenas de Getxo,CD Alaves,0-0,3-0,3,0,1,league,NA,NA,H
391,1933-01-08,1932,Real Madrid,Racing Santander,0-1,4-1,4,1,1,league,NA,NA,H
392,1933-01-08,1932,Real Betis,Arenas de Getxo,1-1,1-1,1,1,1,league,NA,NA,D
393,1933-01-08,1932,Real Sociedad,Valencia CF,2-0,4-1,4,1,1,league,NA,NA,H
394,1933-01-08,1932,Athletic Bilbao,FC Barcelona,0-2,1-3,1,3,1,league,NA,NA,A
395,1933-01-08,1932,Espanyol Barcelona,CD Alaves,3-1,3-1,3,1,1,league,NA,NA,H
396,1933-01-15,1932,Valencia CF,Athletic Bilbao,0-2,1-5,1,5,1,league,NA,NA,A
397,1933-01-17,1932,Arenas de Getxo,Real Madrid,0-1,1-5,1,5,1,league,NA,NA,A
398,1933-01-17,1932,FC Barcelona,Espanyol Barcelona,0-0,1-1,1,1,1,league,NA,NA,D
399,1933-01-17,1932,Racing Santander,Real Sociedad,5-0,7-1,7,1,1,league,NA,NA,H
400,1933-01-17,1932,CD Alaves,Real Betis,1-0,2-0,2,0,1,league,NA,NA,H
401,1933-01-22,1932,Valencia CF,CD Alaves,2-1,5-2,5,2,1,league,NA,NA,H
402,1933-01-22,1932,Athletic Bilbao,Real Madrid,0-1,0-2,0,2,1,league,NA,NA,A
403,1933-01-22,1932,Real Betis,Espanyol Barcelona,1-1,1-2,1,2,1,league,NA,NA,A
404,1933-01-22,1932,FC Barcelona,Racing Santander,3-0,4-0,4,0,1,league,NA,NA,H
405,1933-01-22,1932,Real Sociedad,Arenas de Getxo,0-0,2-1,2,1,1,league,NA,NA,H
406,1933-01-29,1932,Real Madrid,Espanyol Barcelona,1-0,2-0,2,0,1,league,NA,NA,H
407,1933-01-29,1932,Arenas de Getxo,Valencia CF,1-1,2-2,2,2,1,league,NA,NA,D
408,1933-01-29,1932,FC Barcelona,Real Sociedad,2-1,3-2,3,2,1,league,NA,NA,H
409,1933-01-29,1932,Racing Santander,CD Alaves,5-0,9-0,9,0,1,league,NA,NA,H
410,1933-01-29,1932,Real Betis,Athletic Bilbao,0-4,1-5,1,5,1,league,NA,NA,A
411,1933-02-05,1932,Real Sociedad,Real Madrid,0-1,1-2,1,2,1,league,NA,NA,A
412,1933-02-05,1932,CD Alaves,FC Barcelona,2-1,2-1,2,1,1,league,NA,NA,H
413,1933-02-05,1932,Valencia CF,Real Betis,0-1,2-1,2,1,1,league,NA,NA,H
414,1933-02-05,1932,Athletic Bilbao,Racing Santander,5-3,9-5,9,5,1,league,NA,NA,H
415,1933-02-05,1932,Espanyol Barcelona,Arenas de Getxo,1-1,3-2,3,2,1,league,NA,NA,H
416,1933-02-12,1932,Arenas de Getxo,Athletic Bilbao,2-0,4-2,4,2,1,league,NA,NA,H
417,1933-02-12,1932,Real Madrid,CD Alaves,1-0,2-0,2,0,1,league,NA,NA,H
418,1933-02-12,1932,Real Sociedad,Real Betis,2-1,2-2,2,2,1,league,NA,NA,D
419,1933-02-12,1932,Racing Santander,Espanyol Barcelona,2-1,3-1,3,1,1,league,NA,NA,H
420,1933-02-12,1932,FC Barcelona,Valencia CF,3-0,4-2,4,2,1,league,NA,NA,H
421,1933-02-19,1932,Real Betis,Real Madrid,0-0,0-0,0,0,1,league,NA,NA,D
422,1933-02-19,1932,Arenas de Getxo,FC Barcelona,4-1,5-1,5,1,1,league,NA,NA,H
423,1933-02-19,1932,Espanyol Barcelona,Athletic Bilbao,1-2,2-5,2,5,1,league,NA,NA,A
424,1933-02-19,1932,Valencia CF,Racing Santander,5-1,6-2,6,2,1,league,NA,NA,H
425,1933-02-26,1932,Real Sociedad,Espanyol Barcelona,3-1,6-1,6,1,1,league,NA,NA,H
426,1933-02-26,1932,Athletic Bilbao,CD Alaves,2-0,4-0,4,0,1,league,NA,NA,H
427,1933-02-26,1932,Racing Santander,Arenas de Getxo,1-0,2-1,2,1,1,league,NA,NA,H
428,1933-02-26,1932,Valencia CF,Real Madrid,0-1,0-1,0,1,1,league,NA,NA,A
429,1933-02-26,1932,FC Barcelona,Real Betis,2-1,4-1,4,1,1,league,NA,NA,H
430,1933-02-28,1932,CD Alaves,Real Sociedad,0-0,1-0,1,0,1,league,NA,NA,H
431,1933-03-05,1932,Real Madrid,FC Barcelona,1-0,2-1,2,1,1,league,NA,NA,H
432,1933-03-05,1932,Espanyol Barcelona,Valencia CF,1-1,5-2,5,2,1,league,NA,NA,H
433,1933-03-05,1932,Athletic Bilbao,Real Sociedad,1-1,1-2,1,2,1,league,NA,NA,A
434,1933-03-05,1932,Real Betis,Racing Santander,0-2,3-2,3,2,1,league,NA,NA,H
435,1933-03-05,1932,CD Alaves,Arenas de Getxo,0-1,1-1,1,1,1,league,NA,NA,D
436,1933-03-12,1932,CD Alaves,Espanyol Barcelona,0-0,1-0,1,0,1,league,NA,NA,H
437,1933-03-12,1932,Valencia CF,Real Sociedad,1-2,2-2,2,2,1,league,NA,NA,D
438,1933-03-12,1932,FC Barcelona,Athletic Bilbao,0-1,2-3,2,3,1,league,NA,NA,A
439,1933-03-12,1932,Racing Santander,Real Madrid,3-0,4-2,4,2,1,league,NA,NA,H
440,1933-03-12,1932,Arenas de Getxo,Real Betis,2-2,3-3,3,3,1,league,NA,NA,D
441,1933-03-19,1932,Espanyol Barcelona,FC Barcelona,0-1,2-1,2,1,1,league,NA,NA,H
442,1933-03-19,1932,Athletic Bilbao,Valencia CF,3-0,8-2,8,2,1,league,NA,NA,H
443,1933-03-19,1932,Real Sociedad,Racing Santander,3-0,8-0,8,0,1,league,NA,NA,H
444,1933-03-19,1932,Real Madrid,Arenas de Getxo,2-1,8-2,8,2,1,league,NA,NA,H
445,1933-03-19,1932,Real Betis,CD Alaves,1-1,3-1,3,1,1,league,NA,NA,H
446,1933-03-26,1932,Racing Santander,FC Barcelona,2-1,4-4,4,4,1,league,NA,NA,D
447,1933-03-26,1932,Real Madrid,Athletic Bilbao,0-1,0-1,0,1,1,league,NA,NA,A
448,1933-03-26,1932,CD Alaves,Valencia CF,1-1,1-1,1,1,1,league,NA,NA,D
449,1933-03-26,1932,Arenas de Getxo,Real Sociedad,3-0,6-0,6,0,1,league,NA,NA,H
450,1933-03-28,1932,Espanyol Barcelona,Real Betis,0-0,1-2,1,2,1,league,NA,NA,A
451,1933-11-05,1933,Real Oviedo,FC Barcelona,3-3,7-3,7,3,1,league,NA,NA,H
452,1933-11-05,1933,Valencia CF,Athletic Bilbao,1-2,2-2,2,2,1,league,NA,NA,D
453,1933-11-05,1933,Espanyol Barcelona,Real Sociedad,3-0,4-0,4,0,1,league,NA,NA,H
454,1933-11-05,1933,Real Betis,Racing Santander,2-1,2-1,2,1,1,league,NA,NA,H
455,1933-11-05,1933,Arenas de Getxo,Real Madrid,1-1,3-3,3,3,1,league,NA,NA,D
456,1933-11-12,1933,FC Barcelona,Espanyol Barcelona,2-0,5-0,5,0,1,league,NA,NA,H
457,1933-11-12,1933,Real Madrid,Valencia CF,2-1,3-2,3,2,1,league,NA,NA,H
458,1933-11-12,1933,Athletic Bilbao,Real Betis,1-0,5-0,5,0,1,league,NA,NA,H
459,1933-11-12,1933,Racing Santander,Real Oviedo,2-3,4-3,4,3,1,league,NA,NA,H
460,1933-11-12,1933,Real Sociedad,Arenas de Getxo,2-0,4-1,4,1,1,league,NA,NA,H
461,1933-11-18,1933,Arenas de Getxo,FC Barcelona,2-1,3-1,3,1,1,league,NA,NA,H
462,1933-11-18,1933,Espanyol Barcelona,Racing Santander,4-0,5-0,5,0,1,league,NA,NA,H
463,1933-11-18,1933,Valencia CF,Real Betis,0-1,2-1,2,1,1,league,NA,NA,H
464,1933-11-18,1933,Real Oviedo,Athletic Bilbao,1-2,2-2,2,2,1,league,NA,NA,D
465,1933-11-18,1933,Real Madrid,Real Sociedad,0-0,2-0,2,0,1,league,NA,NA,H
466,1933-11-26,1933,FC Barcelona,Real Madrid,0-2,1-2,1,2,1,league,NA,NA,A
467,1933-11-26,1933,Athletic Bilbao,Espanyol Barcelona,0-0,5-0,5,0,1,league,NA,NA,H
468,1933-11-26,1933,Real Sociedad,Valencia CF,2-0,3-1,3,1,1,league,NA,NA,H
469,1933-11-26,1933,Real Betis,Real Oviedo,1-1,4-2,4,2,1,league,NA,NA,H
470,1933-11-26,1933,Racing Santander,Arenas de Getxo,1-0,4-1,4,1,1,league,NA,NA,H
471,1933-12-03,1933,Real Madrid,Racing Santander,1-0,1-0,1,0,1,league,NA,NA,H
472,1933-12-03,1933,Arenas de Getxo,Athletic Bilbao,1-0,2-0,2,0,1,league,NA,NA,H
473,1933-12-03,1933,Real Sociedad,FC Barcelona,1-0,2-0,2,0,1,league,NA,NA,H
474,1933-12-03,1933,Valencia CF,Real Oviedo,0-0,1-0,1,0,1,league,NA,NA,H
475,1933-12-03,1933,Espanyol Barcelona,Real Betis,2-1,3-1,3,1,1,league,NA,NA,H
476,1933-12-10,1933,Athletic Bilbao,Real Madrid,2-1,5-1,5,1,1,league,NA,NA,H
477,1933-12-10,1933,Real Oviedo,Espanyol Barcelona,3-1,3-1,3,1,1,league,NA,NA,H
478,1933-12-10,1933,FC Barcelona,Valencia CF,2-0,5-2,5,2,1,league,NA,NA,H
479,1933-12-10,1933,Racing Santander,Real Sociedad,1-0,1-1,1,1,1,league,NA,NA,D
480,1933-12-10,1933,Real Betis,Arenas de Getxo,2-0,2-0,2,0,1,league,NA,NA,H
481,1933-12-17,1933,Real Madrid,Real Betis,0-0,0-1,0,1,1,league,NA,NA,A
482,1933-12-17,1933,Arenas de Getxo,Real Oviedo,1-0,1-1,1,1,1,league,NA,NA,D
483,1933-12-17,1933,Valencia CF,Espanyol Barcelona,0-0,1-0,1,0,1,league,NA,NA,H
484,1933-12-17,1933,Real Sociedad,Athletic Bilbao,2-0,3-0,3,0,1,league,NA,NA,H
485,1933-12-17,1933,FC Barcelona,Racing Santander,4-1,6-3,6,3,1,league,NA,NA,H
486,1933-12-24,1933,Real Oviedo,Real Madrid,1-1,3-2,3,2,1,league,NA,NA,H
487,1933-12-24,1933,Athletic Bilbao,FC Barcelona,3-1,6-1,6,1,1,league,NA,NA,H
488,1933-12-24,1933,Real Betis,Real Sociedad,1-1,1-1,1,1,1,league,NA,NA,D
489,1933-12-24,1933,Valencia CF,Racing Santander,1-1,1-2,1,2,1,league,NA,NA,A
490,1933-12-24,1933,Espanyol Barcelona,Arenas de Getxo,1-0,6-2,6,2,1,league,NA,NA,H
491,1933-12-31,1933,Real Sociedad,Real Oviedo,3-1,3-1,3,1,1,league,NA,NA,H
492,1933-12-31,1933,Racing Santander,Athletic Bilbao,1-0,3-2,3,2,1,league,NA,NA,H
493,1933-12-31,1933,Real Madrid,Espanyol Barcelona,2-2,3-2,3,2,1,league,NA,NA,H
494,1933-12-31,1933,Arenas de Getxo,Valencia CF,1-0,1-2,1,2,1,league,NA,NA,A
495,1933-12-31,1933,FC Barcelona,Real Betis,1-0,5-1,5,1,1,league,NA,NA,H
496,1934-01-07,1933,Athletic Bilbao,Valencia CF,5-1,6-2,6,2,1,league,NA,NA,H
497,1934-01-07,1933,Racing Santander,Real Betis,1-1,4-1,4,1,1,league,NA,NA,H
498,1934-01-07,1933,FC Barcelona,Real Oviedo,1-0,2-0,2,0,1,league,NA,NA,H
499,1934-01-07,1933,Real Madrid,Arenas de Getxo,1-0,2-1,2,1,1,league,NA,NA,H
500,1934-01-07,1933,Real Sociedad,Espanyol Barcelona,2-2,3-3,3,3,1,league,NA,NA,D
501,1934-01-13,1933,Espanyol Barcelona,FC Barcelona,2-0,3-2,3,2,1,league,NA,NA,H
502,1934-01-14,1933,Valencia CF,Real Madrid,1-1,2-1,2,1,1,league,NA,NA,H
503,1934-01-14,1933,Real Betis,Athletic Bilbao,0-1,1-3,1,3,1,league,NA,NA,A
504,1934-01-14,1933,Arenas de Getxo,Real Sociedad,0-0,0-0,0,0,1,league,NA,NA,D
505,1934-01-14,1933,Real Oviedo,Racing Santander,0-1,3-1,3,1,1,league,NA,NA,H
506,1934-01-21,1933,Real Sociedad,Real Madrid,0-0,0-3,0,3,1,league,NA,NA,A
507,1934-01-21,1933,FC Barcelona,Arenas de Getxo,1-0,4-0,4,0,1,league,NA,NA,H
508,1934-01-21,1933,Athletic Bilbao,Real Oviedo,2-0,6-2,6,2,1,league,NA,NA,H
509,1934-01-21,1933,Racing Santander,Espanyol Barcelona,1-0,3-1,3,1,1,league,NA,NA,H
510,1934-01-21,1933,Real Betis,Valencia CF,0-1,2-1,2,1,1,league,NA,NA,H
511,1934-01-28,1933,Real Madrid,FC Barcelona,3-0,4-0,4,0,1,league,NA,NA,H
512,1934-01-28,1933,Espanyol Barcelona,Athletic Bilbao,1-1,1-4,1,4,1,league,NA,NA,A
513,1934-01-28,1933,Valencia CF,Real Sociedad,1-1,4-1,4,1,1,league,NA,NA,H
514,1934-01-28,1933,Real Oviedo,Real Betis,1-1,4-3,4,3,1,league,NA,NA,H
515,1934-01-28,1933,Arenas de Getxo,Racing Santander,0-0,2-1,2,1,1,league,NA,NA,H
516,1934-02-04,1933,Real Betis,Espanyol Barcelona,2-1,3-1,3,1,1,league,NA,NA,H
517,1934-02-04,1933,Athletic Bilbao,Arenas de Getxo,3-0,9-0,9,0,1,league,NA,NA,H
518,1934-02-04,1933,Racing Santander,Real Madrid,2-0,4-3,4,3,1,league,NA,NA,H
519,1934-02-04,1933,FC Barcelona,Real Sociedad,1-0,4-0,4,0,1,league,NA,NA,H
520,1934-02-11,1933,Valencia CF,FC Barcelona,1-0,2-0,2,0,1,league,NA,NA,H
521,1934-02-11,1933,Real Madrid,Athletic Bilbao,2-0,3-0,3,0,1,league,NA,NA,H
522,1934-02-11,1933,Arenas de Getxo,Real Betis,0-1,0-1,0,1,1,league,NA,NA,A
523,1934-02-11,1933,Espanyol Barcelona,Real Oviedo,2-2,5-2,5,2,1,league,NA,NA,H
524,1934-02-11,1933,Real Sociedad,Racing Santander,1-1,2-1,2,1,1,league,NA,NA,H
525,1934-02-18,1933,Espanyol Barcelona,Valencia CF,0-2,2-2,2,2,1,league,NA,NA,D
526,1934-02-18,1933,Athletic Bilbao,Real Sociedad,1-1,2-1,2,1,1,league,NA,NA,H
527,1934-02-18,1933,Racing Santander,FC Barcelona,1-0,3-1,3,1,1,league,NA,NA,H
528,1934-02-18,1933,Real Betis,Real Madrid,2-1,2-1,2,1,1,league,NA,NA,H
529,1934-02-18,1933,Real Oviedo,Arenas de Getxo,3-0,7-0,7,0,1,league,NA,NA,H
530,1934-02-22,1933,Real Oviedo,Valencia CF,3-0,7-0,7,0,1,league,NA,NA,H
531,1934-02-25,1933,FC Barcelona,Athletic Bilbao,2-0,2-1,2,1,1,league,NA,NA,H
532,1934-02-25,1933,Arenas de Getxo,Espanyol Barcelona,1-1,1-2,1,2,1,league,NA,NA,A
533,1934-02-25,1933,Racing Santander,Valencia CF,1-1,2-1,2,1,1,league,NA,NA,H
534,1934-02-25,1933,Real Sociedad,Real Betis,1-0,3-2,3,2,1,league,NA,NA,H
535,1934-02-25,1933,Real Madrid,Real Oviedo,3-1,5-1,5,1,1,league,NA,NA,H
